ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,IncludedInTierC,IncludedInComplete,FirstIncludedView,ForcedCompleteOnly,EdgeBootstrapFraction,EdgeVariantFraction,EdgeLeaveOneChromosomeFraction,EdgeAlternatives95,PairBootstrapFraction,PairVariantFraction,PairLeaveOneChromosomeFraction,PairAlternatives95,ParentCountMAPState,ParentCountStateBootstrapFraction,ParentCountStateLeaveOneChromosomeFraction,ParentCountStatePriorFraction,EdgeInclusionReason,Caveat
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc8,2021cicX11218802,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.99075,1.0,1.0,fAulAsc158:0.991,0.74425,1.0,1.0,fAulAsc158+fAulAsc154:0.744;fAulAsc158+fAulAsc153:0.246,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc8,2021cicX11218802,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.748,1.0,1.0,fAulAsc154:0.748;fAulAsc153:0.252,0.74425,1.0,1.0,fAulAsc158+fAulAsc154:0.744;fAulAsc158+fAulAsc153:0.246,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc9,2021cicX11218803,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9895,1.0,1.0,fAulAsc151:0.990,0.8025,1.0,1.0,fAulAsc151+fAulAsc154:0.802;fAulAsc151+fAulAsc153:0.187,father_only,0.0005,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc9,2021cicX11218803,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.813,1.0,1.0,fAulAsc154:0.813;fAulAsc153:0.187,0.8025,1.0,1.0,fAulAsc151+fAulAsc154:0.802;fAulAsc151+fAulAsc153:0.187,father_only,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc10,2021cicX11218804,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97375,1.0,1.0,fAulAsc151:0.974,0.94725,1.0,1.0,fAulAsc151+fAulAsc154:0.947;fAulAsc151+fAulAsc153:0.026,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc10,2021cicX11218804,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96375,1.0,1.0,fAulAsc154:0.964,0.94725,1.0,1.0,fAulAsc151+fAulAsc154:0.947;fAulAsc151+fAulAsc153:0.026,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc12,2021cicX11218806,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.98425,1.0,1.0,fAulAsc151:0.984,0.68625,1.0,1.0,fAulAsc151+fAulAsc154:0.686;fAulAsc151+fAulAsc153:0.298,zero_parent,0.00825,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc12,2021cicX11218806,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.6985,1.0,1.0,fAulAsc154:0.699;fAulAsc153:0.301,0.68625,1.0,1.0,fAulAsc151+fAulAsc154:0.686;fAulAsc151+fAulAsc153:0.298,zero_parent,0.00825,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc13,2021cicX11218807,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.98475,1.0,1.0,fAulAsc151:0.985,0.98475,1.0,1.0,fAulAsc151+fAulAsc153:0.985,father_only,0.01625,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc13,2021cicX11218807,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.99975,1.0,1.0,fAulAsc153:1.000,0.98475,1.0,1.0,fAulAsc151+fAulAsc153:0.985,father_only,0.01625,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc14,2021cicX11218808,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97025,1.0,1.0,fAulAsc151:0.970,0.55225,0.1428571428571428,0.7727272727272727,fAulAsc151+fAulAsc153:0.552;fAulAsc151+fAulAsc154:0.418,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc15,2021cicX11218809,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96375,1.0,1.0,fAulAsc154:0.964,0.5025,1.0,0.5909090909090909,fAulAsc157+fAulAsc154:0.502;fAulAsc158+fAulAsc154:0.461,zero_parent,0.00075,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc16,2021cicX11218810,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.65125,1.0,1.0,fAulAsc158:0.651;fAulAsc157:0.349,0.48275,1.0,1.0,fAulAsc158+fAulAsc154:0.483;fAulAsc157+fAulAsc154:0.228;fAulAsc158+fAulAsc153:0.169;fAulAsc157+fAulAsc153:0.120,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc16,2021cicX11218810,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.71075,1.0,1.0,fAulAsc154:0.711;fAulAsc153:0.289,0.48275,1.0,1.0,fAulAsc158+fAulAsc154:0.483;fAulAsc157+fAulAsc154:0.228;fAulAsc158+fAulAsc153:0.169;fAulAsc157+fAulAsc153:0.120,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc17,2021cicX11218811,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.74075,1.0,1.0,fAulAsc157:0.741;fAulAsc158:0.259,0.53,0.2857142857142857,1.0,fAulAsc157+fAulAsc154:0.530;fAulAsc157+fAulAsc153:0.211;fAulAsc158+fAulAsc154:0.181;fAulAsc158+fAulAsc153:0.078,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc19,2021cicX11218813,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.5612499999999999,1.0,0.8181818181818182,fAulAsc157:0.561;fAulAsc158:0.439,0.56075,1.0,0.8181818181818182,fAulAsc157+fAulAsc154:0.561;fAulAsc158+fAulAsc154:0.321;fAulAsc158+fAulAsc153:0.117,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc19,2021cicX11218813,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8819999999999999,1.0,1.0,fAulAsc154:0.882;fAulAsc153:0.118,0.56075,1.0,0.8181818181818182,fAulAsc157+fAulAsc154:0.561;fAulAsc158+fAulAsc154:0.321;fAulAsc158+fAulAsc153:0.117,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc20,2021cicX11218814,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.82975,1.0,1.0,fAulAsc154:0.830;fAulAsc153:0.170,0.44925,1.0,0.5909090909090909,fAulAsc157+fAulAsc154:0.449;fAulAsc158+fAulAsc154:0.381;fAulAsc158+fAulAsc153:0.168,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc21,2021cicX11218815,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.85225,1.0,1.0,fAulAsc151:0.852;fAulAsc152:0.076;fAulAsc155:0.035,0.699,1.0,1.0,fAulAsc151+fAulAsc154:0.699;fAulAsc151+fAulAsc153:0.153;fAulAsc152+fAulAsc153:0.075;fAulAsc155+fAulAsc154:0.035,zero_parent,0.001,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc21,2021cicX11218815,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7579999999999999,1.0,1.0,fAulAsc154:0.758;fAulAsc153:0.242,0.699,1.0,1.0,fAulAsc151+fAulAsc154:0.699;fAulAsc151+fAulAsc153:0.153;fAulAsc152+fAulAsc153:0.075;fAulAsc155+fAulAsc154:0.035,zero_parent,0.001,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc22,2021cicX11218816,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.60775,1.0,1.0,fAulAsc158:0.608;fAulAsc157:0.392,0.3565,0.1428571428571428,0.8181818181818182,fAulAsc158+fAulAsc154:0.356;fAulAsc158+fAulAsc153:0.251;fAulAsc157+fAulAsc153:0.249;fAulAsc157+fAulAsc154:0.143,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc23,2021cicX11218817,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc151:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc23,2021cicX11218817,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc24,2021cicX11218818,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7222500000000001,1.0,1.0,fAulAsc151:0.722;fAulAsc155:0.196;fAulAsc152:0.043,0.44125,1.0,0.9090909090909092,fAulAsc151+fAulAsc153:0.441;fAulAsc151+fAulAsc154:0.281;fAulAsc155+fAulAsc154:0.184;fAulAsc152+fAulAsc153:0.043;fAulAsc158+fAulAsc153:0.022,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc24,2021cicX11218818,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.5185,1.0,0.9090909090909092,fAulAsc153:0.518;fAulAsc154:0.481,0.44125,1.0,0.9090909090909092,fAulAsc151+fAulAsc153:0.441;fAulAsc151+fAulAsc154:0.281;fAulAsc155+fAulAsc154:0.184;fAulAsc152+fAulAsc153:0.043;fAulAsc158+fAulAsc153:0.022,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc25,2021cicX11218819,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.94775,1.0,1.0,fAulAsc158:0.948;fAulAsc157:0.052,0.628,1.0,1.0,fAulAsc158+fAulAsc153:0.628;fAulAsc158+fAulAsc154:0.320;fAulAsc157+fAulAsc154:0.052,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc25,2021cicX11218819,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.628,1.0,1.0,fAulAsc153:0.628;fAulAsc154:0.372,0.628,1.0,1.0,fAulAsc158+fAulAsc153:0.628;fAulAsc158+fAulAsc154:0.320;fAulAsc157+fAulAsc154:0.052,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc26,2021cicX11218820,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8654999999999999,1.0,1.0,fAulAsc158:0.865;fAulAsc157:0.124,0.5365,1.0,0.8636363636363636,fAulAsc158+fAulAsc153:0.536;fAulAsc158+fAulAsc154:0.329;fAulAsc157+fAulAsc154:0.119,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc26,2021cicX11218820,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.5435,1.0,0.8636363636363636,fAulAsc153:0.543;fAulAsc154:0.457,0.5365,1.0,0.8636363636363636,fAulAsc158+fAulAsc153:0.536;fAulAsc158+fAulAsc154:0.329;fAulAsc157+fAulAsc154:0.119,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc27,2021cicX11218821,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.93325,1.0,1.0,fAulAsc154:0.933;fAulAsc153:0.067,0.549,0.1428571428571428,0.8181818181818182,fAulAsc157+fAulAsc154:0.549;fAulAsc158+fAulAsc154:0.384;fAulAsc158+fAulAsc153:0.064,zero_parent,0.00075,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc28,2021cicX11218822,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.94,1.0,1.0,fAulAsc151:0.940;fAulAsc150:0.057,0.48675,0.2857142857142857,0.6818181818181818,fAulAsc151+fAulAsc153:0.487;fAulAsc151+fAulAsc154:0.453;fAulAsc150+fAulAsc154:0.057,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc29,2021cicX11218823,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,0.96175,1.0,1.0,fAulAsc150+fAulAsc154:0.962,father_only,0.00275,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc29,2021cicX11218823,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96175,1.0,1.0,fAulAsc154:0.962,0.96175,1.0,1.0,fAulAsc150+fAulAsc154:0.962,father_only,0.00275,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc30,2021cicX11218824,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7372500000000001,1.0,1.0,fAulAsc154:0.737;fAulAsc153:0.263,0.51275,0.1428571428571428,1.0,fAulAsc158+fAulAsc154:0.513;fAulAsc158+fAulAsc153:0.246;fAulAsc157+fAulAsc154:0.225,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc32,2021cicX11218826,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8005,1.0,1.0,fAulAsc157:0.800;fAulAsc158:0.199,0.7785,1.0,1.0,fAulAsc157+fAulAsc154:0.778;fAulAsc158+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.075,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc32,2021cicX11218826,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.90325,1.0,1.0,fAulAsc154:0.903;fAulAsc153:0.097,0.7785,1.0,1.0,fAulAsc157+fAulAsc154:0.778;fAulAsc158+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.075,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc33,2021cicX11218827,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.753,1.0,1.0,fAulAsc154:0.753;fAulAsc153:0.247,0.4115,1.0,0.6363636363636364,fAulAsc157+fAulAsc154:0.411;fAulAsc158+fAulAsc154:0.342;fAulAsc158+fAulAsc153:0.242,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc34,2021cicX11218828,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc151:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc34,2021cicX11218828,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc153:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc35,2021cicX11218829,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.815,1.0,1.0,fAulAsc158:0.815;fAulAsc157:0.185,0.64025,1.0,1.0,fAulAsc158+fAulAsc153:0.640;fAulAsc158+fAulAsc154:0.175;fAulAsc157+fAulAsc154:0.165,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc35,2021cicX11218829,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.66025,1.0,1.0,fAulAsc153:0.660;fAulAsc154:0.340,0.64025,1.0,1.0,fAulAsc158+fAulAsc153:0.640;fAulAsc158+fAulAsc154:0.175;fAulAsc157+fAulAsc154:0.165,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc36,2021cicX11218830,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.77425,1.0,1.0,fAulAsc157:0.774;fAulAsc158:0.226,0.645,1.0,1.0,fAulAsc157+fAulAsc153:0.645;fAulAsc158+fAulAsc153:0.150;fAulAsc157+fAulAsc154:0.129;fAulAsc158+fAulAsc154:0.075,father_only,0.00025,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc36,2021cicX11218830,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7955,1.0,1.0,fAulAsc153:0.795;fAulAsc154:0.205,0.645,1.0,1.0,fAulAsc157+fAulAsc153:0.645;fAulAsc158+fAulAsc153:0.150;fAulAsc157+fAulAsc154:0.129;fAulAsc158+fAulAsc154:0.075,father_only,0.00025,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
