Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig
F2_58,329391,329390,329328,0.9998117732778773,0.9998542760860986,0.9999574971917787,329328,263909,Direct,chr1
F2_59,329391,329390,329291,0.9996994444275783,0.9998178451076232,0.999881599319955,329291,254800,Direct,chr1
F2_60,329391,329390,329319,0.9997844500440207,0.9999392817025411,0.9998451683414797,329319,297173,Direct,chr1
F2_61,329391,329390,329326,0.9998057014481314,0.9999635690215246,0.9998421324266068,273655,329326,Flipped,chr1
F2_62,329391,329390,329311,0.9997601627250372,0.9999908922553812,0.999769270469656,329311,258227,Direct,chr1
F2_63,329391,329390,329298,0.9997206958316889,0.999826952852242,0.9998937429794469,329298,259520,Direct,chr1
F2_64,329391,329390,329192,0.9993988888551565,0.9997480190655454,0.9996508697896112,285310,329192,Flipped,chr1
F2_65,329391,329390,329264,0.9996174747260087,0.9996964085127054,0.9999210662133033,265516,329264,Flipped,chr1
F2_66,329391,329390,329265,0.9996205106408816,0.9998542760860986,0.9997662345547831,329265,248662,Direct,chr1
F2_67,329391,329390,329255,0.9995901514921521,0.9998208810224961,0.999769270469656,329255,257031,Direct,chr1
F2_68,329391,329390,329286,0.9996842648532135,0.9998542760860986,0.9998299887671149,260506,329286,Flipped,chr1
F2_69,329391,329390,329340,0.9998482042563527,0.9999817845107624,0.9998664197455903,273140,329340,Flipped,chr1
F2_70,329391,329390,329340,0.9998482042563527,0.9998542760860986,0.9999939281702541,268232,329340,Flipped,chr1
F2_71,329391,329390,329369,0.9999362457876682,1.0,0.9999362457876682,255069,329369,Flipped,chr1
F2_72,329391,329390,329250,0.9995749719177874,0.9998482042563527,0.9997267676614348,329250,264370,Direct,chr1
F2_73,329391,329390,329347,0.9998694556604633,1.0,0.9998694556604633,329347,255401,Direct,chr1
F2_74,329391,329390,329342,0.9998542760860986,0.9999726767661434,0.999881599319955,258278,329342,Flipped,chr1
F2_75,329391,329390,329320,0.9997874859588937,0.9999757126810164,0.9998117732778773,267119,329320,Flipped,chr1
F2_76,329391,329390,329339,0.9998451683414797,0.9998724915753362,0.9999726767661434,257964,329339,Flipped,chr1
F2_77,329391,329390,329244,0.9995567564285498,0.9997996296183855,0.9997571268101643,329244,249025,Direct,chr1
F2_78,329391,329390,329333,0.999826952852242,0.9998967788943198,0.9999301739579223,329333,257302,Direct,chr1
F2_79,329391,329390,329142,0.9992470931115092,0.9996114028962628,0.9996356902152463,269079,329142,Flipped,chr1
F2_80,329391,329390,329293,0.9997055162573242,0.9999241021281763,0.9997814141291478,329293,272459,Direct,chr1
F2_81,329391,329390,329336,0.9998360605968608,0.9999848204256353,0.9998512401712256,329336,278483,Direct,chr1
F2_82,329391,329390,329262,0.9996114028962628,0.9998512401712256,0.9997601627250372,329262,265604,Direct,chr1
F2_83,329391,329390,329260,0.9996053310665169,0.9998299887671149,0.9997753422994019,281033,329260,Flipped,chr1
F2_84,329391,329390,329183,0.9993715656213,0.9996690852788488,0.9997024803424512,246699,329183,Flipped,chr1
F2_85,329391,329390,329353,0.999887671149701,0.9999392817025411,0.9999483894471599,329353,309005,Direct,chr1
F2_86,329391,329390,329346,0.9998664197455903,0.9999757126810164,0.999890707064574,245118,329346,Flipped,chr1
F2_87,329391,329390,329315,0.999772306384529,0.9998846352348281,0.999887671149701,329315,256090,Direct,chr1
F2_88,329391,329390,329306,0.9997449831506725,0.9999787485958894,0.9997662345547831,329306,251786,Direct,chr1
F2_89,329391,329390,329263,0.9996144388111358,0.9998603479158444,0.9997540908952913,250818,329263,Flipped,chr1
F2_90,329391,329390,329306,0.9997449831506725,0.9998148091927502,0.9999301739579223,257047,329306,Flipped,chr1
F2_91,329391,329390,329360,0.9999089225538116,0.9999514253620329,0.9999574971917787,329360,278754,Direct,chr1
F2_92,329391,329390,329335,0.9998330246819879,0.9999241021281763,0.9999089225538116,284396,329335,Flipped,chr1
F2_93,329391,329390,329319,0.9997844500440207,0.9999119584686845,0.9998724915753362,329319,261827,Direct,chr1
F2_94,329391,329390,329306,0.9997449831506725,0.9999089225538116,0.9998360605968608,245055,329306,Flipped,chr1
F2_95,329391,329390,329246,0.9995628282582957,0.9997996296183855,0.9997631986399101,329246,262306,Direct,chr1
F2_96,329391,329390,329299,0.9997237317465618,0.9998724915753362,0.9998512401712256,257705,329299,Flipped,chr1
F2_97,329391,329390,329237,0.9995355050244391,0.9997935577886397,0.9997419472357995,329237,264202,Direct,chr1
F2_98,329391,329390,329284,0.9996781930234676,0.9998482042563527,0.9998299887671149,269030,329284,Flipped,chr1
F2_99,329391,329390,329333,0.999826952852242,0.9998360605968608,0.9999908922553812,260166,329333,Flipped,chr1
F3_0,329391,329390,329209,0.9994504994079966,0.9997389113209265,0.9997115880870701,258087,329209,Flipped,chr1
F3_1,329391,329390,329264,0.9996174747260087,0.9998573120009715,0.9997601627250372,329264,272802,Direct,chr1
F3_2,329391,329390,329259,0.9996022951516439,0.9998664197455903,0.9997358754060536,329259,258924,Direct,chr1
F3_3,329391,329390,329274,0.9996478338747381,0.9998057014481314,0.9998421324266068,260796,329274,Flipped,chr1
F3_4,329391,329390,329212,0.9994596071526154,0.9997267676614348,0.9997328394911806,329212,244610,Direct,chr1
F3_5,329391,329390,329244,0.9995567564285498,0.9997055162573242,0.9998512401712256,329244,275971,Direct,chr1
F3_6,329391,329390,329217,0.9994747867269802,0.9996660493639759,0.9998087373630044,329217,276466,Direct,chr1
F3_7,329391,329390,329322,0.9997935577886397,0.9998967788943198,0.9998967788943198,329322,259253,Direct,chr1
F3_8,329391,329390,329314,0.999769270469656,0.9997814141291478,0.9999878563405082,329314,251205,Direct,chr1
F3_9,329391,329390,329289,0.9996933725978323,0.9999483894471599,0.9997449831506725,329289,277987,Direct,chr1
F3_10,329391,329390,329155,0.9992865600048575,0.9996812289383405,0.9996053310665169,279072,329155,Flipped,chr1
F3_11,329391,329390,329297,0.9997176599168159,0.9999514253620329,0.9997662345547831,329297,273221,Direct,chr1
F3_12,329391,329390,329344,0.9998603479158444,0.9998603479158444,1.0,329344,255229,Direct,chr1
F3_13,329391,329390,329373,0.9999483894471599,0.9999574971917787,0.9999908922553812,302066,329373,Flipped,chr1
F3_14,329391,329390,329237,0.9995355050244391,0.9998846352348281,0.9996508697896112,329237,260401,Direct,chr1
F3_15,329391,329390,329339,0.9998451683414797,0.9999908922553812,0.9998542760860986,329339,260759,Direct,chr1
F3_16,329391,329390,329285,0.9996812289383405,0.9998208810224961,0.9998603479158444,274284,329285,Flipped,chr1
F3_17,329391,329390,329345,0.9998633838307174,0.9998785634050821,0.9999848204256353,256501,329345,Flipped,chr1
F3_18,329391,329390,329210,0.9994535353228695,0.9997753422994019,0.9996781930234676,258206,329210,Flipped,chr1
F3_19,329391,329390,329251,0.9995780078326604,0.9997540908952913,0.999823916937369,268379,329251,Flipped,chr1
F3_20,329391,329390,329279,0.9996630134491029,0.9998208810224961,0.9998421324266068,329279,261120,Direct,chr1
F3_21,329391,329390,329334,0.9998299887671149,0.9998603479158444,0.9998755274902091,329334,318181,Direct,chr1
F3_22,329391,329390,329348,0.9998724915753362,0.9999180302984304,0.9999544612769058,287983,329348,Flipped,chr1
F3_23,329391,329390,329267,0.9996265824706275,0.9998633838307174,0.9997631986399101,255449,329267,Flipped,chr1
F3_24,329391,329390,329239,0.999541576854185,0.9997996296183855,0.9997419472357995,329239,292941,Direct,chr1
F3_25,329391,329390,329285,0.9996812289383405,0.9999089225538116,0.999772306384529,244783,329285,Flipped,chr1
F3_26,329391,329390,329212,0.9994596071526154,0.9997905218737667,0.9996690852788488,329212,252807,Direct,chr1
F3_27,329391,329390,329322,0.9997935577886397,0.9999119584686845,0.999881599319955,258979,329322,Flipped,chr1
F3_28,329391,329390,329324,0.9997996296183855,0.9999878563405082,0.9998117732778773,247522,329324,Flipped,chr1
F3_29,329391,329390,329221,0.999486930386472,0.9998846352348281,0.9995142536203285,287782,329221,Flipped,chr1
F3_30,329391,329390,329282,0.9996721211937217,0.9999241021281763,0.9997480190655454,329282,269353,Direct,chr1
F3_31,329391,329390,329308,0.9997510549804184,0.999772306384529,0.9999787485958894,285557,329308,Flipped,chr1
F3_32,329391,329390,329247,0.9995658641731686,0.9998057014481314,0.9997601627250372,254243,329247,Flipped,chr1
F3_33,329391,329390,329325,0.9998026655332585,0.9999028507240657,0.9998998148091928,257017,329325,Flipped,chr1
F3_34,329391,329390,329266,0.9996235465557546,0.9997449831506725,0.9998785634050821,329266,271482,Direct,chr1
F3_35,329391,329390,329301,0.9997298035763077,0.9999757126810164,0.9997540908952913,329301,266873,Direct,chr1
F3_36,329391,329390,329203,0.9994322839187589,0.9998421324266068,0.9995901514921521,329203,264988,Direct,chr1
F3_37,329391,329390,329255,0.9995901514921521,0.9997874859588937,0.9997753422994019,329255,279854,Direct,chr1
F3_38,329391,329390,329265,0.9996205106408816,0.9999149943835575,0.9997055162573242,250608,329265,Flipped,chr1
F3_39,329391,329390,329299,0.9997237317465618,0.9999483894471599,0.9997753422994019,279218,329299,Flipped,chr1
F3_40,329391,329390,329280,0.9996660493639759,0.9997753422994019,0.999890707064574,329280,266742,Direct,chr1
F3_41,329391,329390,329261,0.9996083669813899,0.9997935577886397,0.9998148091927502,329261,275900,Direct,chr1
F3_42,329391,329390,329279,0.9996630134491029,0.9957588269224931,0.9958407966240627,327951,253443,Direct,chr1
F3_43,329391,329390,329304,0.9997389113209265,0.9999119584686845,0.999826952852242,329304,238287,Direct,chr1
F3_44,329391,329390,329280,0.9996660493639759,0.9998117732778773,0.9998542760860986,329280,279662,Direct,chr1
F3_45,329391,329390,329275,0.9996508697896112,0.9999848204256353,0.9996660493639759,294801,329275,Flipped,chr1
F3_46,329391,329390,329266,0.9996235465557546,0.9997662345547831,0.9998573120009715,329266,280397,Direct,chr1
F3_47,329391,329390,329223,0.9994930022162178,0.9996660493639759,0.9998148091927502,292862,329223,Flipped,chr1
F3_48,329391,329390,329254,0.9995871155772792,0.9998785634050821,0.9997085521721971,249053,329254,Flipped,chr1
F3_49,329391,329390,329335,0.9998330246819879,0.9999666049363976,0.9998664197455903,329335,281559,Direct,chr1
F3_50,329391,329390,329277,0.999656941619357,0.9997783782142748,0.9998785634050821,280003,329277,Flipped,chr1
F3_51,329391,329390,329318,0.9997814141291478,0.9999362457876682,0.9998451683414797,329318,267353,Direct,chr1
F3_52,329391,329390,329305,0.9997419472357995,0.999945353532287,0.9997965937035126,249026,329305,Flipped,chr1
F3_53,329391,329390,329215,0.9994687148972343,0.9998178451076232,0.9996508697896112,329215,251380,Direct,chr1
F3_54,329391,329390,329328,0.9998117732778773,0.9998542760860986,0.9999574971917787,329328,283782,Direct,chr1
F3_55,329391,329390,329337,0.9998390965117339,0.9998755274902091,0.9999635690215246,329337,260608,Direct,chr1
F3_56,329391,329390,329239,0.999541576854185,0.9998451683414797,0.9996964085127054,263623,329239,Flipped,chr1
F3_57,329391,329390,329286,0.9996842648532135,0.999890707064574,0.9997935577886397,278010,329286,Flipped,chr1
F3_58,329391,329390,329302,0.9997328394911806,0.9998694556604633,0.9998633838307174,253828,329302,Flipped,chr1
F3_59,329391,329390,329332,0.999823916937369,0.9999210662133033,0.9999028507240657,249094,329332,Flipped,chr1
F3_60,329391,329390,329266,0.9996235465557546,0.9998967788943198,0.9997267676614348,275084,329266,Flipped,chr1
F3_61,329391,329390,329291,0.9996994444275783,0.9997389113209265,0.9999605331066517,276957,329291,Flipped,chr1
F3_62,329391,329390,329319,0.9997844500440207,0.9998178451076232,0.9999666049363976,271749,329319,Flipped,chr1
F3_63,329391,329390,329333,0.999826952852242,0.9998785634050821,0.999887671149701,279078,329333,Flipped,chr1
F3_64,329391,329390,329308,0.9997510549804184,0.9998421324266068,0.9998724915753362,329308,269233,Direct,chr1
F3_65,329391,329390,329284,0.9996781930234676,0.9998208810224961,0.9998421324266068,282843,329284,Flipped,chr1
F3_66,329391,329390,329285,0.9996812289383405,0.9999726767661434,0.9997085521721971,329285,248525,Direct,chr1
F3_67,329391,329390,329351,0.999881599319955,0.9999392817025411,0.999942317617414,252506,329351,Flipped,chr1
F3_68,329391,329390,329221,0.999486930386472,0.9995051458757096,0.9998937429794469,295622,329221,Flipped,chr1
F3_69,329391,329390,329274,0.9996478338747381,0.9997358754060536,0.9999119584686845,263851,329274,Flipped,chr1
F3_70,329391,329390,329289,0.9996933725978323,0.999942317617414,0.9997510549804184,240439,329289,Flipped,chr1
F3_71,329391,329390,329278,0.99965997753423,0.9998057014481314,0.9998542760860986,279604,329278,Flipped,chr1
F3_72,329391,329390,329124,0.9991924466437961,0.9995112177054556,0.9996812289383405,329124,253955,Direct,chr1
F3_73,329391,329390,329224,0.9994960381310908,0.9998087373630044,0.9996873007680864,277360,329224,Flipped,chr1
F3_74,329391,329390,329307,0.9997480190655454,0.9998451683414797,0.9999028507240657,278021,329307,Flipped,chr1
F3_75,329391,329390,329238,0.999538540939312,0.9996994444275783,0.9998390965117339,290258,329238,Flipped,chr1
F3_76,329391,329390,329220,0.999483894471599,0.9997510549804184,0.9997328394911806,264108,329220,Flipped,chr1
F3_77,329391,329390,329310,0.9997571268101643,0.9998755274902091,0.999881599319955,283108,329310,Flipped,chr1
F3_78,329391,329390,329282,0.9996721211937217,0.9998482042563527,0.999823916937369,329282,271161,Direct,chr1
F3_79,329391,329390,329172,0.9993381705576976,0.9996539057044841,0.9996842648532135,258819,329172,Flipped,chr1
F3_80,329391,329390,329343,0.9998573120009715,0.9999483894471599,0.9998178451076232,329328,285525,Direct,chr1
F3_81,329391,329390,329241,0.9995476486839309,0.9997176599168159,0.9998299887671149,251532,329241,Flipped,chr1
F3_82,329391,329390,329287,0.9996873007680864,0.9998451683414797,0.9998421324266068,329287,257890,Direct,chr1
F3_83,329391,329390,329186,0.9993806733659188,0.9997965937035126,0.9995840796624063,276287,329186,Flipped,chr1
F3_84,329391,329390,329227,0.9995051458757096,0.9998026655332585,0.9997024803424512,329227,259851,Direct,chr1
F3_85,329391,329390,329380,0.9999696408512705,0.9999696408512705,1.0,274374,329380,Flipped,chr1
F3_86,329391,329390,329346,0.9998664197455903,0.9998967788943198,0.9999696408512705,329346,267173,Direct,chr1
F3_87,329391,329390,329172,0.9993381705576976,0.9997328394911806,0.9994899663013449,267564,329172,Flipped,chr1
F3_88,329391,329390,329095,0.9991044051124807,0.9996812289383405,0.9994231761741401,329095,261734,Direct,chr1
F3_89,329391,329390,329284,0.9996781930234676,0.9998148091927502,0.9998633838307174,255769,329284,Flipped,chr1
F3_90,329391,329390,329293,0.9997055162573242,0.9693402956981086,0.9692674337411579,295522,319232,Flipped,chr1
F3_91,329391,329390,329261,0.9996083669813899,0.9998482042563527,0.9997601627250372,264060,329261,Flipped,chr1
F3_92,329391,329390,329301,0.9997298035763077,0.9999666049363976,0.9997631986399101,329301,275020,Direct,chr1
F3_93,329391,329390,329331,0.9998208810224961,0.9999241021281763,0.9998967788943198,256265,329331,Flipped,chr1
F3_94,329391,329390,329262,0.9996114028962628,0.9998299887671149,0.9997814141291478,329262,251275,Direct,chr1
F3_95,329391,329390,329347,0.9998694556604633,0.9999180302984304,0.9999514253620329,271224,329347,Flipped,chr1
F3_96,329391,329390,329282,0.9996721211937217,0.9998330246819879,0.9998390965117339,329282,268596,Direct,chr1
F3_97,329391,329390,329252,0.9995810437475333,0.9997874859588937,0.9997935577886397,329252,277181,Direct,chr1
F3_98,329391,329390,329303,0.9997358754060536,0.9999332098727952,0.9998026655332585,272799,329303,Flipped,chr1
F3_99,329391,329390,329310,0.9997571268101643,0.9999483894471599,0.9998087373630044,257992,329310,Flipped,chr1
F3_100,329391,329390,329205,0.9994383557485048,0.9995355050244391,0.9999028507240657,277896,329205,Flipped,chr1
F3_101,329391,329390,329131,0.9992136980479067,0.9995810437475333,0.9995871155772792,329131,250559,Direct,chr1
F3_102,329391,329390,329218,0.9994778226418531,0.9997389113209265,0.9997389113209265,271991,329218,Flipped,chr1
F3_103,329391,329390,329336,0.9998360605968608,0.999890707064574,0.999945353532287,329336,246100,Direct,chr1
F3_104,329391,329390,329298,0.9997206958316889,0.9999332098727952,0.9997874859588937,257568,329298,Flipped,chr1
F3_105,329391,329390,329331,0.9998208810224961,0.9998967788943198,0.9999241021281763,329331,241150,Direct,chr1
F3_106,329391,329390,329283,0.9996751571085947,0.9997753422994019,0.9998755274902091,329283,278351,Direct,chr1
F3_107,329391,329390,329310,0.9997571268101643,0.9999332098727952,0.999823916937369,279861,329310,Flipped,chr1
F3_108,329391,329390,329324,0.9997996296183855,0.9998299887671149,0.9999696408512705,247970,329324,Flipped,chr1
F3_109,329391,329390,329221,0.999486930386472,0.9997965937035126,0.9996903366829594,281585,329221,Flipped,chr1
F3_110,329391,329390,329225,0.9994990740459637,0.9997267676614348,0.999772306384529,264288,329225,Flipped,chr1
F3_111,329391,329390,329257,0.999596223321898,0.9997783782142748,0.9998117732778773,271243,329257,Flipped,chr1
F3_112,329391,329390,329335,0.9998330246819879,0.9999544612769058,0.9998785634050821,329335,246068,Direct,chr1
F3_113,329391,329390,329332,0.999823916937369,0.9999180302984304,0.9999058866389386,329332,256723,Direct,chr1
F3_114,329391,329390,329260,0.9996053310665169,0.9999362457876682,0.9996690852788488,329260,275616,Direct,chr1
F3_115,329391,329390,329330,0.9998178451076232,0.9998785634050821,0.9999392817025411,287934,329330,Flipped,chr1
F3_116,329391,329390,329298,0.9997206958316889,0.9998785634050821,0.9998421324266068,264033,329298,Flipped,chr1
F3_117,329391,329390,329284,0.9996781930234676,0.999945353532287,0.9997328394911806,329284,253932,Direct,chr1
F3_118,329391,329390,329240,0.9995446127690579,0.9998330246819879,0.9997115880870701,329240,269173,Direct,chr1
F3_119,329391,329390,329286,0.9996842648532135,0.9998998148091928,0.9997844500440207,282743,329286,Flipped,chr1
F3_120,329391,329390,329125,0.9991954825586691,0.9997237317465618,0.9994717508121073,259656,329125,Flipped,chr1
F3_121,329391,329390,329285,0.9996812289383405,0.9997662345547831,0.9999028507240657,329283,273478,Direct,chr1
F3_122,329391,329390,329276,0.9996539057044841,0.9999635690215246,0.9996903366829594,258436,329276,Flipped,chr1
F3_123,329391,329390,329339,0.9998451683414797,0.9999514253620329,0.9998937429794469,260788,329339,Flipped,chr1
F3_124,329391,329390,329283,0.9996751571085947,0.9999878563405082,0.9996873007680864,251322,329283,Flipped,chr1
F3_125,329391,329390,329323,0.9997965937035126,0.9998208810224961,0.9999757126810164,329323,270709,Direct,chr1
F3_126,329391,329390,329187,0.9993837092807918,0.9997115880870701,0.9996721211937217,252636,329187,Flipped,chr1
F3_127,329391,329390,329257,0.999596223321898,0.9998573120009715,0.9997389113209265,329257,246079,Direct,chr1
F3_128,329391,329390,329307,0.9997480190655454,0.9997631986399101,0.9999848204256353,296468,329307,Flipped,chr1
F3_129,329391,329390,329215,0.9994687148972343,0.9998178451076232,0.9996508697896112,252352,329215,Flipped,chr1
F3_130,329391,329390,329184,0.999374601536173,0.9998694556604633,0.9995051458757096,329184,247752,Direct,chr1
F3_131,329391,329390,329206,0.9994413916633778,0.9996630134491029,0.9997783782142748,273528,329206,Flipped,chr1
F3_132,329391,329390,329275,0.9996508697896112,0.9999787485958894,0.9996721211937217,329275,249698,Direct,chr1
F3_133,329391,329390,329330,0.9998178451076232,0.9998451683414797,0.9998998148091928,320132,329330,Flipped,chr1
F3_134,329391,329390,329257,0.999596223321898,0.999887671149701,0.9997085521721971,275644,329257,Flipped,chr1
F3_135,329391,329390,329276,0.9996539057044841,0.9998057014481314,0.9998482042563527,329276,242955,Direct,chr1
F3_136,329391,329390,329229,0.9995112177054556,0.9997419472357995,0.999769270469656,265883,329229,Flipped,chr1
F3_137,329391,329390,329254,0.9995871155772792,0.999772306384529,0.9998148091927502,329254,285113,Direct,chr1
F3_138,329391,329390,329136,0.9992288776222714,0.9995871155772792,0.9996417620449922,268812,329136,Flipped,chr1
F3_139,329391,329390,329348,0.9998724915753362,0.9999362457876682,0.9999362457876682,329348,249869,Direct,chr1
F3_140,329391,329390,329194,0.9994049606849024,0.9996842648532135,0.9997206958316889,329194,251840,Direct,chr1
F3_141,329391,329390,329282,0.9996721211937217,0.9997783782142748,0.9998937429794469,329282,262019,Direct,chr1
