Sample,Contig,Accuracy_Control,Track1_Control,Track2_Control,Founder_Acc_Control,Accuracy_V1,Track1_V1,Track2_V1,Founder_Acc_V1,Accuracy_V2,Track1_V2,Track2_V2,Founder_Acc_V2,V2_vs_Control_Acc,V2_vs_V1_Acc,V2_vs_Control_T1,V2_vs_V1_T1
F2_8,chr1,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,0.0,0.0,0.0,0.0
F2_9,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,0.9907114231969062,0.9907114231969062,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.009288576803093807
F2_10,chr1,1.0,1.0,1.0,0.9996202783067918,1.0,1.0,1.0,0.9996202783067918,1.0,1.0,1.0,0.9996202783067918,0.0,0.0,0.0,0.0
F2_11,chr1,1.0,1.0,1.0,0.9998890044281391,1.0,1.0,1.0,0.9998890044281391,1.0,1.0,1.0,0.9998890044281391,0.0,0.0,0.0,0.0
F2_12,chr1,1.0,1.0,1.0,0.9999591068945776,1.0,1.0,1.0,0.9999591068945776,1.0,1.0,1.0,0.9999591068945776,0.0,0.0,0.0,0.0
F2_13,chr1,1.0,1.0,1.0,0.9999532650223744,1.0,1.0,1.0,0.9999532650223744,1.0,1.0,1.0,0.9999532650223744,0.0,0.0,0.0,0.0
F2_14,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_15,chr1,1.0,1.0,1.0,0.9999240556613583,1.0,1.0,1.0,0.9999240556613583,1.0,1.0,1.0,0.9999240556613583,0.0,0.0,0.0,0.0
F2_16,chr1,1.0,1.0,1.0,0.999684538901027,1.0,0.958213088130484,0.958213088130484,0.999684538901027,1.0,1.0,1.0,0.999684538901027,0.0,0.0,0.0,0.041786911869516
F2_17,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_18,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_19,chr1,1.0,1.0,1.0,0.9985862669268247,1.0,1.0,1.0,0.9985862669268247,1.0,1.0,1.0,0.9985862669268247,0.0,0.0,0.0,0.0
F2_20,chr1,1.0,1.0,1.0,0.9705628059680567,1.0,1.0,1.0,0.9705628059680567,1.0,1.0,1.0,0.9669700545630864,0.0,0.0,0.0,0.0
F2_21,chr1,1.0,1.0,1.0,0.9942574396242507,1.0,1.0,1.0,0.9942574396242507,1.0,1.0,1.0,0.9942574396242507,0.0,0.0,0.0,0.0
F2_22,chr1,1.0,1.0,1.0,0.999970790638984,1.0,1.0,1.0,0.999970790638984,1.0,1.0,1.0,0.999970790638984,0.0,0.0,0.0,0.0
F2_23,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_24,chr1,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.0
F2_25,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_26,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_27,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_28,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_29,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.9999824743833904,1.0,0.9999824743833904,0.9039420953627219,-1.7525616609614936e-05,-1.7525616609614936e-05,0.0,0.0
F2_30,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_31,chr1,0.9996903807732302,0.9996903807732302,1.0,0.9517519774737407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00030961922676975284,0.0,0.00030961922676975284,0.0
F2_32,chr1,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,0.0,0.0,0.0,0.0
F2_33,chr1,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.0
F2_34,chr1,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.999801376345091,0.0,0.0,0.0,0.0
F2_35,chr1,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.0
F2_36,chr1,1.0,1.0,1.0,1.0,1.0,0.9177639649955017,0.9177639649955017,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.08223603500449828
F2_37,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_38,chr1,1.0,1.0,1.0,0.9980721821729428,1.0,1.0,1.0,0.9980721821729428,1.0,1.0,1.0,0.9980721821729428,0.0,0.0,0.0,0.0
F2_39,chr1,1.0,1.0,1.0,0.9991587704027387,1.0,1.0,1.0,0.9991587704027387,1.0,1.0,1.0,0.9991587704027387,0.0,0.0,0.0,0.0
F2_40,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_41,chr1,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,0.0,0.0,0.0,0.0
F2_42,chr1,1.0,1.0,1.0,0.9986622112654664,1.0,1.0,1.0,0.9986622112654664,1.0,1.0,1.0,0.9986622112654664,0.0,0.0,0.0,0.0
F2_43,chr1,1.0,1.0,1.0,0.998621318160044,1.0,0.9104265735082779,0.9104265735082779,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.08957342649172206
F2_44,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_45,chr1,1.0,1.0,1.0,0.9903901202257299,1.0,1.0,1.0,0.9903901202257299,1.0,1.0,1.0,0.9903901202257299,0.0,0.0,0.0,0.0
F2_46,chr1,1.0,1.0,1.0,0.9998714788115295,1.0,1.0,1.0,0.9998714788115295,1.0,1.0,1.0,0.9998714788115295,0.0,0.0,0.0,0.0
F2_47,chr1,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.999801376345091,0.0,0.0,0.0,0.0
F2_48,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_49,chr1,1.0,1.0,1.0,0.9998072182172942,1.0,1.0,1.0,0.9998072182172942,1.0,1.0,1.0,0.9998072182172942,0.0,0.0,0.0,0.0
F2_50,chr1,1.0,1.0,1.0,0.9986154762878408,1.0,0.973583053897113,0.973583053897113,0.9986154762878408,1.0,1.0,1.0,0.9986154762878408,0.0,0.0,0.0,0.02641694610288703
F2_51,chr1,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,0.0,0.0,0.0,0.0
F2_52,chr1,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.0
F2_53,chr1,1.0,1.0,1.0,0.9862365490892521,1.0,1.0,1.0,0.9862365490892521,1.0,1.0,1.0,0.9862365490892521,0.0,0.0,0.0,0.0
F2_54,chr1,0.9998714788115295,0.9998714788115295,1.0,0.9595333512484081,1.0,0.9923004124361775,0.9923004124361775,0.9658075219946488,1.0,1.0,1.0,0.9916402808772156,0.00012852118847050953,0.0,0.00012852118847050953,0.007699587563822496
F2_55,chr1,1.0,1.0,1.0,0.999970790638984,1.0,1.0,1.0,0.999970790638984,1.0,1.0,1.0,0.999970790638984,0.0,0.0,0.0,0.0
F2_56,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824743833904,1.0,0.9999824743833904,0.9039479372349251,-1.7525616609614936e-05,-1.7525616609614936e-05,0.0,0.0
F2_57,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_58,chr1,1.0,1.0,1.0,0.9917162252158572,1.0,1.0,1.0,0.9917162252158572,1.0,1.0,1.0,0.9917162252158572,0.0,0.0,0.0,0.0
F2_59,chr1,1.0,1.0,1.0,0.9997604832396686,1.0,0.9187278739090303,0.9187278739090303,0.9997604832396686,1.0,1.0,1.0,0.9997604832396686,0.0,0.0,0.0,0.08127212609096968
F2_60,chr1,1.0,1.0,1.0,0.9702531867412868,1.0,0.9834441341761208,0.9834441341761208,0.9702531867412868,1.0,1.0,1.0,0.9702531867412868,0.0,0.0,0.0,0.016555865823879246
F2_61,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_62,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824743833904,0.9999824743833904,1.0,0.9039479372349251,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05
F2_63,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_64,chr1,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,0.0,0.0,0.0,0.0
F2_65,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_66,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_67,chr1,0.9983584339108997,1.0,0.9983584339108997,0.7598698430873126,1.0,1.0,1.0,0.9590601595999486,1.0,1.0,1.0,0.9590601595999486,0.001641566089100266,0.0,0.0,0.0
F2_68,chr1,1.0,1.0,1.0,0.9996436457956046,1.0,0.989128275829838,0.989128275829838,0.9996436457956046,1.0,1.0,1.0,0.9996436457956046,0.0,0.0,0.0,0.010871724170162023
F2_69,chr1,1.0,1.0,1.0,0.9946955800394911,1.0,1.0,1.0,0.9946955800394911,1.0,1.0,1.0,0.9946955800394911,0.0,0.0,0.0,0.0
F2_70,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_71,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_72,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_73,chr1,1.0,1.0,1.0,0.9377314841860519,1.0,1.0,1.0,0.9377314841860519,1.0,1.0,1.0,0.9377314841860519,0.0,0.0,0.0,0.0
F2_74,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824743833904,1.0,0.9999824743833904,0.9039479372349251,-1.7525616609614936e-05,-1.7525616609614936e-05,0.0,0.0
F2_75,chr1,1.0,1.0,1.0,0.980581616796551,1.0,1.0,1.0,0.980581616796551,1.0,1.0,1.0,0.980581616796551,0.0,0.0,0.0,0.0
F2_76,chr1,1.0,1.0,1.0,0.998253280211242,1.0,1.0,1.0,0.998253280211242,1.0,1.0,1.0,0.998253280211242,0.0,0.0,0.0,0.0
F2_77,chr1,1.0,1.0,1.0,0.9968570727546764,1.0,1.0,1.0,0.9968570727546764,1.0,1.0,1.0,0.9968570727546764,0.0,0.0,0.0,0.0
F2_78,chr1,1.0,1.0,1.0,0.998621318160044,1.0,0.9887310285200201,0.9887310285200201,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.01126897147997985
F2_79,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_80,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F2_81,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_82,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_83,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,0.9952155066655762,0.9952155066655762,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.004784493334423767
F2_84,chr1,1.0,1.0,1.0,0.9969680683265373,1.0,1.0,1.0,0.9969680683265373,1.0,1.0,1.0,0.9969680683265373,0.0,0.0,0.0,0.0
F2_85,chr1,1.0,1.0,1.0,0.9984110107607286,1.0,1.0,1.0,0.9984110107607286,1.0,1.0,1.0,0.9984110107607286,0.0,0.0,0.0,0.0
F2_86,chr1,1.0,1.0,1.0,0.9999240556613583,1.0,1.0,1.0,0.9999240556613583,1.0,1.0,1.0,0.9999240556613583,0.0,0.0,0.0,0.0
F2_87,chr1,1.0,1.0,1.0,0.9986037925434343,1.0,1.0,1.0,0.9986037925434343,1.0,1.0,1.0,0.9986037925434343,0.0,0.0,0.0,0.0
F2_88,chr1,1.0,1.0,1.0,0.998621318160044,1.0,0.9317201976889553,0.9317201976889553,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.06827980231104469
F2_89,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_90,chr1,1.0,1.0,1.0,0.9985453738214023,1.0,1.0,1.0,0.9985453738214023,1.0,1.0,1.0,0.9985453738214023,0.0,0.0,0.0,0.0
F2_91,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F2_92,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.9999824743833904,0.9999824743833904,1.0,0.9039420953627219,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05
F2_93,chr1,1.0,1.0,1.0,0.9986446856488568,1.0,1.0,1.0,0.9986446856488568,1.0,1.0,1.0,0.9986446856488568,0.0,0.0,0.0,0.0
F2_94,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,0.9723270513734241,0.9723270513734241,0.9999883162555936,0.9999824743833904,0.9999824743833904,1.0,0.9039362534905186,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05,0.027655423009966262
F2_95,chr1,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,0.0,0.0,0.0,0.0
F2_96,chr1,1.0,1.0,1.0,0.9998597950671231,1.0,1.0,1.0,0.9998597950671231,1.0,1.0,1.0,0.9998597950671231,0.0,0.0,0.0,0.0
F2_97,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_98,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F2_99,chr1,1.0,1.0,1.0,0.9929196508897171,1.0,1.0,1.0,0.9929196508897171,1.0,1.0,1.0,0.9929196508897171,0.0,0.0,0.0,0.0
F3_0,chr1,1.0,1.0,1.0,0.9996903807732302,1.0,1.0,1.0,0.9996903807732302,1.0,1.0,1.0,0.9996903807732302,0.0,0.0,0.0,0.0
F3_1,chr1,1.0,1.0,1.0,0.9999649487667808,1.0,1.0,1.0,0.9999649487667808,1.0,1.0,1.0,0.9999649487667808,0.0,0.0,0.0,0.0
F3_2,chr1,1.0,1.0,1.0,0.9999065300447487,1.0,1.0,1.0,0.9999065300447487,1.0,1.0,1.0,0.9999065300447487,0.0,0.0,0.0,0.0
F3_3,chr1,0.9999941581277968,0.9999941581277968,1.0,0.9809146035121336,0.9999941581277968,0.9875626540793794,0.9875568122071762,0.9985103225881831,0.9999941581277968,0.9999941581277968,1.0,0.9985103225881831,0.0,0.0,0.0,0.012431504048417419
F3_4,chr1,1.0,1.0,1.0,0.9433221558845178,1.0,0.9629742139760951,0.9629742139760951,0.9433221558845178,0.9999824743833904,0.9999824743833904,1.0,0.8595380247461707,-1.7525616609614936e-05,-1.7525616609614936e-05,-1.7525616609614936e-05,0.037008260407295324
F3_5,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F3_6,chr1,1.0,1.0,1.0,0.9973653156363551,1.0,1.0,1.0,0.9973653156363551,1.0,1.0,1.0,0.9973653156363551,0.0,0.0,0.0,0.0
F3_7,chr1,0.9998422694505135,0.9998656369393263,0.9997079063898399,0.9964948766780778,1.0,1.0,1.0,0.999941581277968,1.0,1.0,1.0,0.999941581277968,0.00015773054948653442,0.0,0.0001343630606737145,0.0
F3_8,chr1,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.999801376345091,1.0,1.0,1.0,0.9991646122749419,0.0,0.0,0.0,0.0
F3_9,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F3_10,chr1,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,0.0,0.0,0.0,0.0
F3_11,chr1,1.0,1.0,1.0,0.9985044807159799,1.0,0.9718188084917454,0.9718188084917454,0.9985044807159799,1.0,1.0,1.0,0.9985044807159799,0.0,0.0,0.0,0.0281811915082546
F3_12,chr1,1.0,1.0,1.0,0.9996786970288238,1.0,0.9317201976889553,0.9317201976889553,0.9996786970288238,1.0,1.0,1.0,0.9996786970288238,0.0,0.0,0.0,0.06827980231104469
F3_13,chr1,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,1.0,1.0,1.0,0.998621318160044,0.0,0.0,0.0,0.0
F3_14,chr1,1.0,1.0,1.0,0.9899753472993025,1.0,1.0,1.0,0.9899753472993025,1.0,1.0,1.0,0.9899753472993025,0.0,0.0,0.0,0.0
F3_15,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,0.9989250955146105,0.9989250955146105,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.001074904485389494
F3_16,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F3_17,chr1,1.0,1.0,1.0,0.9992756078468027,1.0,0.958213088130484,0.958213088130484,0.9992756078468027,1.0,1.0,1.0,0.9992756078468027,0.0,0.0,0.0,0.041786911869516
F3_18,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,0.890120225729942,0.890120225729942,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.10987977427005802
F3_19,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.0
F3_20,chr1,1.0,1.0,1.0,0.9997780088562782,1.0,1.0,1.0,0.9997780088562782,1.0,1.0,1.0,0.9997780088562782,0.0,0.0,0.0,0.0
F3_21,chr1,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,1.0,1.0,1.0,0.9999824743833904,0.0,0.0,0.0,0.0
F3_22,chr1,1.0,1.0,1.0,0.9978385072848146,1.0,0.9323803292479174,0.9323803292479174,0.9978385072848146,1.0,1.0,1.0,0.9978385072848146,0.0,0.0,0.0,0.06761967075208264
F3_23,chr1,1.0,1.0,1.0,0.9999649487667808,1.0,1.0,1.0,0.9999649487667808,1.0,1.0,1.0,0.9999649487667808,0.0,0.0,0.0,0.0
F3_24,chr1,1.0,1.0,1.0,0.9986037925434343,1.0,1.0,1.0,0.9986037925434343,1.0,1.0,1.0,0.9986037925434343,0.0,0.0,0.0,0.0
F3_25,chr1,1.0,1.0,1.0,0.9983000151888677,1.0,1.0,1.0,0.9983000151888677,1.0,1.0,1.0,0.9983000151888677,0.0,0.0,0.0,0.0
F3_26,chr1,1.0,1.0,1.0,0.97025902861349,1.0,1.0,1.0,0.97025902861349,1.0,1.0,1.0,0.97025902861349,0.0,0.0,0.0,0.0
F3_27,chr1,1.0,1.0,1.0,0.9986154762878408,1.0,1.0,1.0,0.9986154762878408,1.0,1.0,1.0,0.9986154762878408,0.0,0.0,0.0,0.0
F3_28,chr1,1.0,1.0,1.0,0.9999766325111872,1.0,0.9356167264484923,0.9356167264484923,0.9999766325111872,1.0,1.0,1.0,0.9999766325111872,0.0,0.0,0.0,0.06438327355150775
F3_29,chr1,1.0,1.0,1.0,0.9998247438339039,1.0,1.0,1.0,0.9998247438339039,1.0,1.0,1.0,0.9998247438339039,0.0,0.0,0.0,0.0
F3_30,chr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
F3_31,chr1,1.0,1.0,1.0,0.9999123719169519,1.0,0.9928845996564979,0.9928845996564979,0.9999123719169519,1.0,1.0,1.0,0.9999123719169519,0.0,0.0,0.0,0.00711540034350211
F3_32,chr1,1.0,1.0,1.0,0.9938368248256201,1.0,1.0,1.0,0.9938368248256201,1.0,1.0,1.0,0.9958756382245382,0.0,0.0,0.0,0.0
F3_33,chr1,0.9983584339108997,0.9983584339108997,1.0,0.7304326490553693,1.0,0.9566182570190095,0.9566182570190095,0.9296229655680053,1.0,1.0,1.0,0.926030214163035,0.001641566089100266,0.0,0.001641566089100266,0.04338174298099051
F3_34,chr1,1.0,1.0,1.0,0.9995618595847597,1.0,1.0,1.0,0.9995618595847597,1.0,1.0,1.0,0.9995618595847597,0.0,0.0,0.0,0.0
F3_35,chr1,1.0,1.0,1.0,0.9981598102559909,1.0,0.9058523875731694,0.9058523875731694,0.9981598102559909,1.0,1.0,1.0,0.9981598102559909,0.0,0.0,0.0,0.09414761242683056
F3_36,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F3_37,chr1,1.0,0.9321758637208053,0.9321758637208053,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0678241362791947,0.0
F3_38,chr1,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,1.0,1.0,1.0,0.9999883162555936,0.0,0.0,0.0,0.0
F3_39,chr1,1.0,1.0,1.0,0.9999941581277968,1.0,0.9350967998224071,0.9350967998224071,0.9999941581277968,1.0,1.0,1.0,0.9999941581277968,0.0,0.0,0.0,0.06490320017759288
