Sample,Contig,Accuracy,Founder_accuracy,Track1_accuracy,Track2_accuracy
F2_38,chr1,1.0,0.997997997997998,0.997997997997998,1.0
F2_39,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F2_40,chr1,1.0,1.0,1.0,1.0
F2_41,chr1,1.0,1.0,1.0,1.0
F2_42,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F2_43,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F2_44,chr1,1.0,1.0,1.0,1.0
F2_45,chr1,1.0,0.98998998998999,1.0,0.98998998998999
F2_46,chr1,1.0,1.0,1.0,1.0
F2_47,chr1,1.0,1.0,1.0,1.0
F2_48,chr1,1.0,1.0,1.0,1.0
F2_49,chr1,1.0,1.0,1.0,1.0
F2_50,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F2_51,chr1,1.0,1.0,1.0,1.0
F2_52,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F2_53,chr1,1.0,0.985985985985986,1.0,0.985985985985986
F2_54,chr1,1.0,0.991991991991992,0.991991991991992,1.0
F2_55,chr1,1.0,1.0,1.0,1.0
F2_56,chr1,1.0,0.9049049049049049,1.0,0.9049049049049049
F2_57,chr1,1.0,1.0,1.0,1.0
F2_58,chr1,1.0,0.991991991991992,1.0,0.991991991991992
F2_59,chr1,1.0,1.0,1.0,1.0
F2_60,chr1,1.0,0.970970970970971,1.0,0.970970970970971
F2_61,chr1,1.0,1.0,1.0,1.0
F2_62,chr1,1.0,0.9049049049049049,0.9049049049049049,1.0
F2_63,chr1,1.0,1.0,1.0,1.0
F2_64,chr1,1.0,1.0,1.0,1.0
F2_65,chr1,1.0,1.0,1.0,1.0
F2_66,chr1,1.0,1.0,1.0,1.0
F2_67,chr1,1.0,0.9579579579579579,1.0,0.9579579579579579
F2_68,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_69,chr1,1.0,0.994994994994995,0.998998998998999,0.995995995995996
F2_70,chr1,1.0,1.0,1.0,1.0
F2_71,chr1,1.0,1.0,1.0,1.0
F2_72,chr1,1.0,1.0,1.0,1.0
F2_73,chr1,1.0,0.9379379379379379,0.9379379379379379,1.0
F2_74,chr1,1.0,0.9049049049049049,1.0,0.9049049049049049
F2_75,chr1,1.0,0.980980980980981,1.0,0.980980980980981
F2_76,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F2_77,chr1,1.0,0.996996996996997,1.0,0.996996996996997
F2_78,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_79,chr1,1.0,1.0,1.0,1.0
F2_80,chr1,1.0,1.0,1.0,1.0
F2_81,chr1,1.0,1.0,1.0,1.0
F2_82,chr1,1.0,1.0,1.0,1.0
F2_83,chr1,1.0,1.0,1.0,1.0
F2_84,chr1,1.0,0.996996996996997,1.0,0.996996996996997
F2_85,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F2_86,chr1,1.0,1.0,1.0,1.0
F2_87,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_88,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_89,chr1,1.0,1.0,1.0,1.0
F2_90,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_91,chr1,1.0,1.0,1.0,1.0
F2_92,chr1,1.0,0.9049049049049049,0.9049049049049049,1.0
F2_93,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F2_94,chr1,1.0,0.9049049049049049,0.9049049049049049,1.0
F2_95,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F2_96,chr1,1.0,1.0,1.0,1.0
F2_97,chr1,1.0,1.0,1.0,1.0
F2_98,chr1,1.0,1.0,1.0,1.0
F2_99,chr1,1.0,0.992992992992993,0.992992992992993,1.0
F3_0,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_1,chr1,1.0,1.0,1.0,1.0
F3_2,chr1,1.0,1.0,1.0,1.0
F3_3,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_4,chr1,1.0,0.8598598598598599,0.9049049049049049,0.954954954954955
F3_5,chr1,1.0,1.0,1.0,1.0
F3_6,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_7,chr1,1.0,1.0,1.0,1.0
F3_8,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_9,chr1,1.0,1.0,1.0,1.0
F3_10,chr1,1.0,1.0,1.0,1.0
F3_11,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_12,chr1,1.0,1.0,1.0,1.0
F3_13,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_14,chr1,1.0,0.98998998998999,0.997997997997998,0.991991991991992
F3_15,chr1,1.0,1.0,1.0,1.0
F3_16,chr1,1.0,1.0,1.0,1.0
F3_17,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_18,chr1,1.0,1.0,1.0,1.0
F3_19,chr1,1.0,1.0,1.0,1.0
F3_20,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_21,chr1,1.0,1.0,1.0,1.0
F3_22,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_23,chr1,1.0,1.0,1.0,1.0
F3_24,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_25,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_26,chr1,1.0,0.970970970970971,1.0,0.970970970970971
F3_27,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_28,chr1,1.0,1.0,1.0,1.0
F3_29,chr1,1.0,1.0,1.0,1.0
F3_30,chr1,1.0,1.0,1.0,1.0
F3_31,chr1,1.0,1.0,1.0,1.0
F3_32,chr1,1.0,0.995995995995996,0.995995995995996,1.0
F3_33,chr1,1.0,0.924924924924925,0.9669669669669669,0.9579579579579579
F3_34,chr1,1.0,1.0,1.0,1.0
F3_35,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_36,chr1,1.0,1.0,1.0,1.0
F3_37,chr1,1.0,1.0,1.0,1.0
F3_38,chr1,1.0,1.0,1.0,1.0
F3_39,chr1,1.0,1.0,1.0,1.0
F3_40,chr1,1.0,1.0,1.0,1.0
F3_41,chr1,1.0,0.9619619619619619,1.0,0.9619619619619619
F3_42,chr1,1.0,0.9519519519519519,1.0,0.9519519519519519
F3_43,chr1,1.0,0.980980980980981,0.980980980980981,1.0
F3_44,chr1,1.0,0.970970970970971,1.0,0.970970970970971
F3_45,chr1,1.0,0.978978978978979,1.0,0.978978978978979
F3_46,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_47,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_48,chr1,1.0,1.0,1.0,1.0
F3_49,chr1,1.0,1.0,1.0,1.0
F3_50,chr1,1.0,1.0,1.0,1.0
F3_51,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_52,chr1,1.0,1.0,1.0,1.0
F3_53,chr1,1.0,1.0,1.0,1.0
F3_54,chr1,1.0,1.0,1.0,1.0
F3_55,chr1,1.0,0.998998998998999,0.998998998998999,0.998998998998999
F3_56,chr1,1.0,1.0,1.0,1.0
F3_57,chr1,1.0,0.965965965965966,0.9669669669669669,0.998998998998999
F3_58,chr1,1.0,1.0,1.0,1.0
F3_59,chr1,1.0,0.994994994994995,0.998998998998999,0.995995995995996
F3_60,chr1,1.0,1.0,1.0,1.0
F3_61,chr1,1.0,1.0,1.0,1.0
F3_62,chr1,1.0,1.0,1.0,1.0
F3_63,chr1,1.0,1.0,1.0,1.0
F3_64,chr1,1.0,0.986986986986987,0.998998998998999,0.987987987987988
F3_65,chr1,1.0,1.0,1.0,1.0
F3_66,chr1,1.0,0.993993993993994,0.993993993993994,1.0
F3_67,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_68,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_69,chr1,1.0,1.0,1.0,1.0
F3_70,chr1,1.0,1.0,1.0,1.0
F3_71,chr1,1.0,1.0,1.0,1.0
F3_72,chr1,1.0,1.0,1.0,1.0
F3_73,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_74,chr1,1.0,1.0,1.0,1.0
F3_75,chr1,1.0,0.997997997997998,0.997997997997998,1.0
F3_76,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_77,chr1,1.0,1.0,1.0,1.0
F3_78,chr1,1.0,0.972972972972973,1.0,0.972972972972973
F3_79,chr1,1.0,1.0,1.0,1.0
F3_80,chr1,1.0,1.0,1.0,1.0
F3_81,chr1,1.0,1.0,1.0,1.0
F3_82,chr1,1.0,1.0,1.0,1.0
F3_83,chr1,1.0,1.0,1.0,1.0
F3_84,chr1,1.0,1.0,1.0,1.0
F3_85,chr1,1.0,1.0,1.0,1.0
F3_86,chr1,1.0,1.0,1.0,1.0
F3_87,chr1,1.0,1.0,1.0,1.0
F3_88,chr1,1.0,1.0,1.0,1.0
F3_89,chr1,1.0,1.0,1.0,1.0
F3_90,chr1,1.0,0.970970970970971,1.0,0.970970970970971
F3_91,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_92,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_93,chr1,1.0,0.993993993993994,1.0,0.993993993993994
F3_94,chr1,1.0,1.0,1.0,1.0
F3_95,chr1,1.0,0.9469469469469469,1.0,0.9469469469469469
F3_96,chr1,1.0,1.0,1.0,1.0
F3_97,chr1,1.0,1.0,1.0,1.0
F3_98,chr1,1.0,0.9049049049049049,0.9049049049049049,1.0
F3_99,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_100,chr1,1.0,1.0,1.0,1.0
F3_101,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_102,chr1,1.0,0.982982982982983,0.982982982982983,1.0
F3_103,chr1,1.0,1.0,1.0,1.0
F3_104,chr1,1.0,0.992992992992993,0.992992992992993,1.0
F3_105,chr1,1.0,1.0,1.0,1.0
F3_106,chr1,1.0,1.0,1.0,1.0
F3_107,chr1,1.0,0.9109109109109109,0.9179179179179179,0.992992992992993
F3_108,chr1,1.0,0.991991991991992,1.0,0.991991991991992
F3_109,chr1,1.0,0.997997997997998,0.998998998998999,0.998998998998999
F3_110,chr1,1.0,0.944944944944945,0.944944944944945,1.0
F3_111,chr1,1.0,0.958958958958959,0.958958958958959,1.0
F3_112,chr1,1.0,1.0,1.0,1.0
F3_113,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_114,chr1,1.0,1.0,1.0,1.0
F3_115,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_116,chr1,1.0,0.9409409409409409,1.0,0.9409409409409409
F3_117,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_118,chr1,1.0,0.993993993993994,1.0,0.993993993993994
F3_119,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_120,chr1,1.0,1.0,1.0,1.0
F3_121,chr1,1.0,0.990990990990991,0.992992992992993,0.997997997997998
F3_122,chr1,1.0,0.993993993993994,0.993993993993994,1.0
F3_123,chr1,1.0,0.996996996996997,0.996996996996997,1.0
F3_124,chr1,1.0,0.943943943943944,0.943943943943944,1.0
F3_125,chr1,1.0,0.934934934934935,0.9379379379379379,0.996996996996997
F3_126,chr1,1.0,0.9669669669669669,1.0,0.9669669669669669
F3_127,chr1,1.0,1.0,1.0,1.0
F3_128,chr1,1.0,1.0,1.0,1.0
F3_129,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_130,chr1,1.0,0.96996996996997,0.998998998998999,0.970970970970971
F3_131,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_132,chr1,1.0,1.0,1.0,1.0
F3_133,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_134,chr1,1.0,1.0,1.0,1.0
F3_135,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_136,chr1,1.0,0.9029029029029029,0.9049049049049049,0.997997997997998
F3_137,chr1,1.0,0.8868868868868869,0.9819819819819819,0.9049049049049049
F3_138,chr1,1.0,1.0,1.0,1.0
F3_139,chr1,1.0,1.0,1.0,1.0
F3_140,chr1,1.0,1.0,1.0,1.0
F3_141,chr1,1.0,1.0,1.0,1.0
F3_142,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_143,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_144,chr1,1.0,1.0,1.0,1.0
F3_145,chr1,1.0,1.0,1.0,1.0
F3_146,chr1,1.0,0.955955955955956,0.955955955955956,1.0
F3_147,chr1,1.0,1.0,1.0,1.0
F3_148,chr1,1.0,0.8808808808808809,1.0,0.8808808808808809
F3_149,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_150,chr1,1.0,0.9669669669669669,0.9669669669669669,1.0
F3_151,chr1,1.0,1.0,1.0,1.0
F3_152,chr1,1.0,0.9049049049049049,1.0,0.9049049049049049
F3_153,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_154,chr1,1.0,1.0,1.0,1.0
F3_155,chr1,1.0,0.980980980980981,1.0,0.980980980980981
F3_156,chr1,1.0,1.0,1.0,1.0
F3_157,chr1,1.0,1.0,1.0,1.0
F3_158,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_159,chr1,1.0,1.0,1.0,1.0
F3_160,chr1,1.0,0.997997997997998,0.997997997997998,1.0
F3_161,chr1,1.0,1.0,1.0,1.0
F3_162,chr1,1.0,1.0,1.0,1.0
F3_163,chr1,1.0,1.0,1.0,1.0
F3_164,chr1,1.0,0.95995995995996,0.9669669669669669,0.992992992992993
F3_165,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_166,chr1,1.0,0.991991991991992,1.0,0.991991991991992
F3_167,chr1,1.0,1.0,1.0,1.0
F3_168,chr1,1.0,1.0,1.0,1.0
F3_169,chr1,1.0,1.0,1.0,1.0
F3_170,chr1,1.0,1.0,1.0,1.0
F3_171,chr1,1.0,1.0,1.0,1.0
F3_172,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_173,chr1,1.0,0.988988988988989,0.9629629629629629,0.9579579579579579
F3_174,chr1,1.0,1.0,1.0,1.0
F3_175,chr1,1.0,1.0,1.0,1.0
F3_176,chr1,1.0,0.994994994994995,1.0,0.994994994994995
F3_177,chr1,1.0,0.997997997997998,0.997997997997998,1.0
F3_178,chr1,1.0,1.0,1.0,1.0
F3_179,chr1,1.0,1.0,1.0,1.0
F3_180,chr1,1.0,1.0,1.0,1.0
F3_181,chr1,1.0,0.9049049049049049,1.0,0.9049049049049049
F3_182,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_183,chr1,1.0,0.964964964964965,1.0,0.964964964964965
F3_184,chr1,1.0,1.0,1.0,1.0
F3_185,chr1,1.0,1.0,1.0,1.0
F3_186,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_187,chr1,1.0,1.0,1.0,1.0
F3_188,chr1,1.0,0.994994994994995,0.994994994994995,1.0
F3_189,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_190,chr1,1.0,1.0,1.0,1.0
F3_191,chr1,1.0,0.998998998998999,0.998998998998999,1.0
F3_192,chr1,1.0,0.998998998998999,1.0,0.998998998998999
F3_193,chr1,1.0,0.997997997997998,1.0,0.997997997997998
F3_194,chr1,1.0,1.0,1.0,1.0
F3_195,chr1,1.0,0.9049049049049049,0.9049049049049049,1.0
F3_196,chr1,1.0,1.0,1.0,1.0
F3_197,chr1,1.0,0.996996996996997,1.0,0.996996996996997
F3_198,chr1,1.0,0.987987987987988,0.994994994994995,0.992992992992993
F3_199,chr1,1.0,1.0,1.0,1.0
F1_0,chr2,1.0,1.0,1.0,1.0
F1_1,chr2,1.0,1.0,1.0,1.0
F1_2,chr2,1.0,1.0,1.0,1.0
F1_3,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F1_4,chr2,1.0,1.0,1.0,1.0
F1_5,chr2,1.0,1.0,1.0,1.0
F1_6,chr2,1.0,1.0,1.0,1.0
F1_7,chr2,1.0,1.0,1.0,1.0
F1_8,chr2,1.0,1.0,1.0,1.0
F1_9,chr2,1.0,1.0,1.0,1.0
F2_0,chr2,1.0,1.0,1.0,1.0
F2_1,chr2,1.0,1.0,1.0,1.0
F2_2,chr2,1.0,1.0,1.0,1.0
F2_3,chr2,1.0,1.0,1.0,1.0
F2_4,chr2,1.0,0.987987987987988,0.987987987987988,1.0
F2_5,chr2,1.0,1.0,1.0,1.0
F2_6,chr2,1.0,1.0,1.0,1.0
F2_7,chr2,1.0,0.965965965965966,0.975975975975976,0.98998998998999
F2_8,chr2,1.0,1.0,1.0,1.0
F2_9,chr2,1.0,1.0,1.0,1.0
F2_10,chr2,1.0,1.0,1.0,1.0
F2_11,chr2,1.0,0.998998998998999,0.998998998998999,1.0
F2_12,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F2_13,chr2,1.0,1.0,1.0,1.0
F2_14,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F2_15,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F2_16,chr2,1.0,1.0,1.0,1.0
F2_17,chr2,1.0,1.0,1.0,1.0
F2_18,chr2,1.0,1.0,1.0,1.0
F2_19,chr2,1.0,0.972972972972973,0.978978978978979,0.993993993993994
F2_20,chr2,1.0,1.0,1.0,1.0
F2_21,chr2,1.0,1.0,1.0,1.0
F2_22,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F2_23,chr2,1.0,1.0,1.0,1.0
F2_24,chr2,1.0,1.0,1.0,1.0
F2_25,chr2,1.0,1.0,1.0,1.0
F2_26,chr2,1.0,1.0,1.0,1.0
F2_27,chr2,1.0,1.0,1.0,1.0
F2_28,chr2,1.0,1.0,1.0,1.0
F2_29,chr2,1.0,1.0,1.0,1.0
F2_30,chr2,1.0,0.996996996996997,1.0,0.996996996996997
F2_31,chr2,1.0,0.996996996996997,1.0,0.996996996996997
F2_32,chr2,1.0,1.0,1.0,1.0
F2_33,chr2,1.0,1.0,1.0,1.0
F2_34,chr2,1.0,1.0,1.0,1.0
F2_35,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F2_36,chr2,1.0,1.0,1.0,1.0
F2_37,chr2,1.0,0.993993993993994,1.0,0.993993993993994
F2_38,chr2,1.0,0.980980980980981,1.0,0.980980980980981
F2_39,chr2,1.0,1.0,1.0,1.0
F2_40,chr2,1.0,1.0,1.0,1.0
F2_41,chr2,1.0,1.0,1.0,1.0
F2_42,chr2,1.0,1.0,1.0,1.0
F2_43,chr2,1.0,0.964964964964965,1.0,0.964964964964965
F2_44,chr2,1.0,1.0,1.0,1.0
F2_45,chr2,1.0,1.0,1.0,1.0
F2_46,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F2_47,chr2,1.0,1.0,1.0,1.0
F2_48,chr2,1.0,1.0,1.0,1.0
F2_49,chr2,1.0,1.0,1.0,1.0
F2_50,chr2,1.0,1.0,1.0,1.0
F2_51,chr2,1.0,1.0,1.0,1.0
F2_52,chr2,1.0,1.0,1.0,1.0
F2_53,chr2,1.0,0.996996996996997,1.0,0.996996996996997
F2_54,chr2,1.0,1.0,1.0,1.0
F2_55,chr2,1.0,1.0,1.0,1.0
F2_56,chr2,1.0,1.0,1.0,1.0
F2_57,chr2,1.0,1.0,1.0,1.0
F2_58,chr2,1.0,0.977977977977978,1.0,0.977977977977978
F2_59,chr2,1.0,0.998998998998999,0.998998998998999,1.0
F2_60,chr2,1.0,1.0,1.0,1.0
F2_61,chr2,1.0,1.0,1.0,1.0
F2_62,chr2,1.0,0.996996996996997,1.0,0.996996996996997
F2_63,chr2,1.0,1.0,1.0,1.0
F2_64,chr2,1.0,1.0,1.0,1.0
F2_65,chr2,1.0,1.0,1.0,1.0
F2_66,chr2,1.0,1.0,1.0,1.0
F2_67,chr2,1.0,0.97997997997998,1.0,0.97997997997998
F2_68,chr2,1.0,0.995995995995996,0.997997997997998,0.997997997997998
F2_69,chr2,1.0,1.0,1.0,1.0
F2_70,chr2,1.0,1.0,1.0,1.0
F2_71,chr2,1.0,0.994994994994995,0.994994994994995,1.0
F2_72,chr2,1.0,1.0,1.0,1.0
F2_73,chr2,1.0,1.0,1.0,1.0
F2_74,chr2,1.0,1.0,1.0,1.0
F2_75,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F2_76,chr2,1.0,1.0,1.0,1.0
F2_77,chr2,1.0,1.0,1.0,1.0
F2_78,chr2,1.0,1.0,1.0,1.0
F2_79,chr2,1.0,1.0,1.0,1.0
F2_80,chr2,1.0,1.0,1.0,1.0
F2_81,chr2,1.0,0.986986986986987,1.0,0.986986986986987
F2_82,chr2,1.0,1.0,1.0,1.0
F2_83,chr2,1.0,1.0,1.0,1.0
F2_84,chr2,1.0,1.0,1.0,1.0
F2_85,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F2_86,chr2,1.0,1.0,1.0,1.0
F2_87,chr2,1.0,1.0,1.0,1.0
F2_88,chr2,1.0,1.0,1.0,1.0
F2_89,chr2,1.0,0.984984984984985,1.0,0.984984984984985
F2_90,chr2,1.0,1.0,1.0,1.0
F2_91,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F2_92,chr2,1.0,0.9279279279279279,0.972972972972973,0.954954954954955
F2_93,chr2,1.0,0.982982982982983,0.991991991991992,0.990990990990991
F2_94,chr2,1.0,1.0,1.0,1.0
F2_95,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F2_96,chr2,1.0,1.0,1.0,1.0
F2_97,chr2,1.0,1.0,1.0,1.0
F2_98,chr2,1.0,1.0,1.0,1.0
F2_99,chr2,1.0,1.0,1.0,1.0
F3_0,chr2,1.0,1.0,1.0,1.0
F3_1,chr2,1.0,1.0,1.0,1.0
F3_2,chr2,1.0,1.0,1.0,1.0
F3_3,chr2,1.0,0.974974974974975,0.977977977977978,0.996996996996997
F3_4,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_5,chr2,1.0,1.0,1.0,1.0
F3_6,chr2,1.0,0.990990990990991,0.990990990990991,1.0
F3_7,chr2,1.0,1.0,1.0,1.0
F3_8,chr2,1.0,1.0,1.0,1.0
F3_9,chr2,1.0,1.0,1.0,1.0
F3_10,chr2,1.0,1.0,1.0,1.0
F3_11,chr2,1.0,0.972972972972973,1.0,0.972972972972973
F3_12,chr2,1.0,1.0,1.0,1.0
F3_13,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_14,chr2,1.0,0.977977977977978,0.991991991991992,0.977977977977978
F3_15,chr2,1.0,0.97997997997998,0.9819819819819819,0.997997997997998
F3_16,chr2,1.0,1.0,1.0,1.0
F3_17,chr2,1.0,1.0,1.0,1.0
F3_18,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_19,chr2,1.0,0.975975975975976,0.975975975975976,1.0
F3_20,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F3_21,chr2,1.0,1.0,1.0,1.0
F3_22,chr2,1.0,1.0,1.0,1.0
F3_23,chr2,1.0,0.990990990990991,0.990990990990991,1.0
F3_24,chr2,1.0,1.0,1.0,1.0
F3_25,chr2,1.0,1.0,1.0,1.0
F3_26,chr2,1.0,1.0,1.0,1.0
F3_27,chr2,1.0,1.0,1.0,1.0
F3_28,chr2,1.0,1.0,0.944944944944945,0.944944944944945
F3_29,chr2,1.0,0.998998998998999,0.998998998998999,1.0
F3_30,chr2,1.0,1.0,1.0,1.0
F3_31,chr2,1.0,1.0,1.0,1.0
F3_32,chr2,1.0,0.9629629629629629,0.996996996996997,0.965965965965966
F3_33,chr2,1.0,0.97997997997998,1.0,0.97997997997998
F3_34,chr2,1.0,1.0,1.0,1.0
F3_35,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_36,chr2,1.0,0.993993993993994,0.993993993993994,1.0
F3_37,chr2,1.0,1.0,1.0,1.0
F3_38,chr2,1.0,1.0,1.0,1.0
F3_39,chr2,1.0,1.0,1.0,1.0
F3_40,chr2,1.0,1.0,1.0,1.0
F3_41,chr2,1.0,0.97997997997998,1.0,0.97997997997998
F3_42,chr2,1.0,0.987987987987988,1.0,0.987987987987988
F3_43,chr2,1.0,1.0,1.0,1.0
F3_44,chr2,1.0,0.98998998998999,1.0,0.98998998998999
F3_45,chr2,1.0,1.0,1.0,1.0
F3_46,chr2,1.0,1.0,1.0,1.0
F3_47,chr2,1.0,0.991991991991992,1.0,0.991991991991992
F3_48,chr2,1.0,0.997997997997998,0.997997997997998,1.0
F3_49,chr2,1.0,0.984984984984985,0.9129129129129129,0.9279279279279279
F3_50,chr2,1.0,1.0,1.0,1.0
F3_51,chr2,1.0,1.0,1.0,1.0
F3_52,chr2,1.0,1.0,1.0,1.0
F3_53,chr2,1.0,0.997997997997998,1.0,0.997997997997998
F3_54,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_55,chr2,1.0,0.975975975975976,1.0,0.975975975975976
F3_56,chr2,1.0,1.0,1.0,1.0
F3_57,chr2,1.0,0.998998998998999,1.0,0.998998998998999
F3_58,chr2,1.0,1.0,1.0,1.0
F3_59,chr2,1.0,1.0,1.0,1.0
F3_60,chr2,1.0,1.0,1.0,1.0
F3_61,chr2,1.0,1.0,0.9579579579579579,0.9579579579579579
F3_62,chr2,1.0,1.0,1.0,1.0
