ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,IncludedInTierC,IncludedInComplete,FirstIncludedView,ForcedCompleteOnly,EdgeBootstrapFraction,EdgeVariantFraction,EdgeLeaveOneChromosomeFraction,EdgeAlternatives95,PairBootstrapFraction,PairVariantFraction,PairLeaveOneChromosomeFraction,PairAlternatives95,ParentCountMAPState,ParentCountStateBootstrapFraction,ParentCountStateLeaveOneChromosomeFraction,ParentCountStatePriorFraction,EdgeInclusionReason,Caveat
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc23,2021cicX11218817,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc151:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc23,2021cicX11218817,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc29,2021cicX11218823,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,0.96175,1.0,1.0,fAulAsc150+fAulAsc154:0.962,father_only,0.00275,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc29,2021cicX11218823,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96175,1.0,1.0,fAulAsc154:0.962,0.96175,1.0,1.0,fAulAsc150+fAulAsc154:0.962,father_only,0.00275,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc34,2021cicX11218828,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc151:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc34,2021cicX11218828,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc153:1.000,1.0,1.0,1.0,fAulAsc151+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc38,2021cicX11218832,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.989,1.0,1.0,fAulAsc151:0.989,0.85325,1.0,1.0,fAulAsc151+fAulAsc153:0.853;fAulAsc151+fAulAsc154:0.136,zero_parent,0.00075,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc39,2021cicX11218833,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.978,1.0,1.0,fAulAsc154:0.978,0.52725,1.0,0.6363636363636364,fAulAsc158+fAulAsc154:0.527;fAulAsc157+fAulAsc154:0.451,zero_parent,0.00375,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc41,2021cicX11218835,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96025,1.0,1.0,fAulAsc158:0.960,0.478,1.0,0.6363636363636364,fAulAsc158+fAulAsc154:0.482;fAulAsc158+fAulAsc153:0.478,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc42,2021cicX11218836,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9855,1.0,1.0,fAulAsc154:0.986,0.54325,1.0,0.6818181818181818,fAulAsc157+fAulAsc154:0.543;fAulAsc158+fAulAsc154:0.442,zero_parent,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc45,2021cicX11218839,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.975,1.0,1.0,fAulAsc151:0.975,0.96925,1.0,1.0,fAulAsc151+fAulAsc153:0.969,father_only,0.00125,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc45,2021cicX11218839,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9805,1.0,1.0,fAulAsc153:0.980,0.96925,1.0,1.0,fAulAsc151+fAulAsc153:0.969,father_only,0.00125,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc50,2021cicX11218844,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9825,1.0,1.0,fAulAsc154:0.982,0.705,1.0,1.0,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc51,2021cicX11218845,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97325,1.0,1.0,fAulAsc157:0.973,0.837,1.0,1.0,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc54,2021cicX11218848,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9725,1.0,1.0,fAulAsc151:0.973,0.92725,1.0,1.0,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,father_only,0.0015,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9905,1.0,1.0,fAulAsc151:0.990,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97025,1.0,1.0,fAulAsc154:0.970,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.991,1.0,1.0,fAulAsc151:0.991,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97725,1.0,1.0,fAulAsc154:0.977,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc69,2021cicX11218863,F3,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.95225,1.0,1.0,fAulAsc38:0.952,,,,,one_observed_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc71,2021cicX11218865,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.98825,1.0,1.0,fAulAsc151:0.988,0.56675,0.4285714285714285,0.8181818181818182,fAulAsc151+fAulAsc153:0.567;fAulAsc151+fAulAsc154:0.421,father_only,0.001,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc74,2021cicX11218868,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9955,1.0,1.0,fAulAsc151:0.996,0.50875,1.0,0.6818181818181818,fAulAsc151+fAulAsc153:0.509;fAulAsc151+fAulAsc154:0.487,father_only,0.0005,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc79,2021cicX11218873,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9925,1.0,1.0,fAulAsc150:0.992,0.856,1.0,1.0,fAulAsc150+fAulAsc154:0.856;fAulAsc150+fAulAsc153:0.137,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc81,2021cicX11218875,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.99425,1.0,1.0,fAulAsc150:0.994,0.6935,1.0,1.0,fAulAsc150+fAulAsc153:0.694;fAulAsc150+fAulAsc154:0.301,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc85,2021cicX11218879,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,father_only,0.17225,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc85,2021cicX11218879,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,father_only,0.17225,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc86,2021cicX11218880,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9875,1.0,1.0,fAulAsc150:0.988,0.722,1.0,1.0,fAulAsc150+fAulAsc154:0.722;fAulAsc150+fAulAsc153:0.266,father_only,0.0005,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc98,2021cicX11218916,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.967,1.0,1.0,fAulAsc154:0.967,0.8605,1.0,1.0,fAulAsc158+fAulAsc154:0.861;fAulAsc157+fAulAsc154:0.106,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc101,2021cicX11218919,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9705,1.0,1.0,fAulAsc154:0.971,0.6225,1.0,1.0,fAulAsc157+fAulAsc154:0.623;fAulAsc158+fAulAsc154:0.348,zero_parent,0.0025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc103,2021cicX11218921,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.95325,1.0,1.0,fAulAsc154:0.953,0.49575,0.8571428571428571,0.5909090909090909,fAulAsc157+fAulAsc154:0.496;fAulAsc158+fAulAsc154:0.457,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc104,2021cicX11218922,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.961,1.0,1.0,fAulAsc154:0.961,0.855,1.0,1.0,fAulAsc157+fAulAsc154:0.855;fAulAsc158+fAulAsc154:0.106,zero_parent,0.00075,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc107,2021cicX11218925,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc107,2021cicX11218925,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc153:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc109,2021cicX11218927,F3,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9825,1.0,1.0,fAulAsc38:0.983,,,,,one_observed_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc123,2021cicX11218941,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97525,1.0,1.0,fAulAsc150:0.975,0.92925,1.0,1.0,fAulAsc150+fAulAsc154:0.929;fAulAsc150+fAulAsc153:0.046,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc123,2021cicX11218941,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.954,1.0,1.0,fAulAsc154:0.954,0.92925,1.0,1.0,fAulAsc150+fAulAsc154:0.929;fAulAsc150+fAulAsc153:0.046,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc133,2021cicX11218951,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.994,1.0,1.0,fAulAsc150:0.994,0.98575,1.0,1.0,fAulAsc150+fAulAsc154:0.986,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc133,2021cicX11218951,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.99125,1.0,1.0,fAulAsc154:0.991,0.98575,1.0,1.0,fAulAsc150+fAulAsc154:0.986,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc138,2021cicX11218956,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97025,1.0,1.0,fAulAsc154:0.970,0.661,0.1428571428571428,1.0,fAulAsc157+fAulAsc154:0.661;fAulAsc158+fAulAsc154:0.309,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc139,2021cicX11218957,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9735,1.0,1.0,fAulAsc154:0.973,0.92075,1.0,1.0,fAulAsc158+fAulAsc154:0.921;fAulAsc157+fAulAsc154:0.053,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc141,2021cicX11218959,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc141,2021cicX11218959,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc153:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc148,2021cicX11218966,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,0.9995,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc148,2021cicX11218966,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc153:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,two_parent,0.9995,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc149,2021cicX11218967,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc149,2021cicX11218967,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_SHARED,LATENT_G0_SHARED,abstract_founder,U,G0,fAulAsc150,2021cicX11218968,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_B2_SPECIFIC,LATENT_G0_B2_SPECIFIC,abstract_founder,U,G0,fAulAsc150,2021cicX11218968,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_SHARED,LATENT_G0_SHARED,abstract_founder,U,G0,fAulAsc151,2021cicX11218969,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_B2_SPECIFIC,LATENT_G0_B2_SPECIFIC,abstract_founder,U,G0,fAulAsc151,2021cicX11218969,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_SHARED,LATENT_G0_SHARED,abstract_founder,U,G0,fAulAsc152,2021cicX11218970,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
LATENT_G0_B2_SPECIFIC,LATENT_G0_B2_SPECIFIC,abstract_founder,U,G0,fAulAsc152,2021cicX11218970,F1,Reported_cross_design_topology,True,True,True,True,tier_A,False,,,,,,,,,reported_topology,,,,reported three-founder brood topology; abstract founder identity is not an inferred sequenced individual,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
