ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,ForcedCompletionEdge,EdgeBootstrapFraction,EdgeAlternatives95,ChildReportedParentCount,ChildExactPairStableAtTierA,ChildExactPairStableAtTierB,ChildEvidenceStatus,ChildEvidenceTier,ParentCountMAPState,ParentCountStable,RawTwoParentVsReducedLoglik,Caveat
fTroAst18,2021cicX13611459,father,M,F1,fTroAst10,2021cicX13179007,F2,Tier_A_strict_identity,True,True,False,0.7065,fTroAst18:0.707;fTroAst11:0.227;fTroAst25:0.067,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-437954.0558803952,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst10,2021cicX13179007,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst26:1.000,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-437954.0558803952,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst13,2021cicX13611474,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst12:1.000,1,False,True,two_parent__C_mother_stable_father_ambiguous,B_exact_pair,two_parent,True,-581071.6491602454,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst20,2021cicX13611475,F2,Tier_A_strict_identity,True,True,False,0.9785,fTroAst26:0.979,1,False,True,two_parent__C_mother_stable_father_ambiguous,B_exact_pair,two_parent,True,-576735.1652147374,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst19,2021cicX13611467,mother,F,F1,fTroAst27,2021cicX13611476,F2,Tier_A_strict_identity,True,True,False,0.9975,fTroAst19:0.998,1,False,True,two_parent__C_mother_stable_father_ambiguous,B_exact_pair,two_parent,True,-493451.0530224065,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst49,2021cicX13611464,father,M,F1,fTroAst33,2021cicX13611477,F2,Tier_A_strict_identity,True,True,False,0.6675,fTroAst49:0.667;fTroAst55:0.175;fTroAst31:0.065;fTroAst43:0.050,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-589220.3452053522,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst33,2021cicX13611477,F2,Tier_A_strict_identity,True,True,False,0.7665,fTroAst12:0.766;fTroAst38:0.191,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-589220.3452053522,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst45,2021cicX13611479,F2,Tier_A_strict_identity,True,True,False,0.635,fTroAst18:0.635;fTroAst11:0.186;fTroAst25:0.129;fTroAst31:0.042,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-547533.6695073424,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst45,2021cicX13611479,F2,Tier_A_strict_identity,True,True,False,0.9565,fTroAst26:0.957,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-547533.6695073424,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst51,2021cicX13611480,F2,Tier_A_strict_identity,True,True,False,0.7205,fTroAst18:0.721;fTroAst25:0.111;fTroAst11:0.089;fTroAst37:0.058,1,False,False,B_parent_count_ambiguous_shared_parent_identity_stable,A_one_parent_identity,two_parent,False,-618094.6937922798,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst57,2021cicX13611481,F2,Tier_A_strict_identity,True,True,False,0.715,fTroAst56:0.715;fTroAst32:0.104;fTroAst19:0.093;fTroAst50:0.073,1,False,False,A_mother_only_state_and_identity_stable,A_one_parent_identity,mother_only,True,-679414.060001852,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst21,2021cicX13611483,F2,Tier_A_strict_identity,True,True,False,0.591,fTroAst11:0.591;fTroAst25:0.289;fTroAst43:0.054;fTroAst37:0.047,1,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-649168.3221733938,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst28,2021cicX13611484,F2,Tier_A_strict_identity,True,True,False,0.821,fTroAst12:0.821;fTroAst38:0.172,1,False,False,B_parent_count_ambiguous_shared_parent_identity_stable,A_one_parent_identity,two_parent,False,-796795.7712214398,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst34,2021cicX13611485,F2,Tier_A_strict_identity,True,True,False,0.64,fTroAst11:0.640;fTroAst25:0.172;fTroAst18:0.107;fTroAst37:0.079,1,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-804427.1162257944,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst25,2021cicX13611460,father,M,F1,fTroAst52,2021cicX13611488,F2,Tier_A_strict_identity,True,True,False,0.7615,fTroAst25:0.761;fTroAst31:0.101;fTroAst11:0.079;fTroAst43:0.041,1,False,True,two_parent__C_father_stable_mother_ambiguous,B_exact_pair,two_parent,True,-576597.2833818868,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst58,2021cicX13611489,F2,Tier_A_strict_identity,True,True,False,1.0,fTroAst26:1.000,1,False,False,A_mother_only_state_and_identity_stable,A_one_parent_identity,mother_only,True,-663797.9950089045,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst15,2021cicX13611490,F2,Tier_A_strict_identity,True,True,False,0.9395,fTroAst11:0.940;fTroAst37:0.053,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-899112.2576273074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst15,2021cicX13611490,F2,Tier_A_strict_identity,True,True,False,0.5095,fTroAst56:0.509;fTroAst32:0.143;fTroAst50:0.102;fTroAst26:0.101;fTroAst19:0.050;fTroAst44:0.042;fTroAst38:0.036,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-899112.2576273074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst22,2021cicX13611491,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-648144.7112715775,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst22,2021cicX13611491,F2,Tier_A_strict_identity,True,True,False,0.731,fTroAst12:0.731;fTroAst38:0.178;fTroAst32:0.058,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-648144.7112715775,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst55,2021cicX13611465,father,M,F1,fTroAst29,2021cicX13611492,F2,Tier_A_strict_identity,True,True,False,0.8875,fTroAst55:0.888;fTroAst31:0.079,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-657832.9812094225,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst29,2021cicX13611492,F2,Tier_A_strict_identity,True,True,False,0.774,fTroAst38:0.774;fTroAst12:0.224,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-657832.9812094225,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst35,2021cicX13611493,F2,Tier_A_strict_identity,True,True,False,0.7575,fTroAst18:0.757;fTroAst37:0.184;fTroAst11:0.057,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-580252.3058406641,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst35,2021cicX13611493,F2,Tier_A_strict_identity,True,True,False,0.5675,fTroAst56:0.568;fTroAst12:0.142;fTroAst50:0.090;fTroAst26:0.059;fTroAst32:0.048;fTroAst19:0.044,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-580252.3058406641,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst41,2021cicX13611494,F2,Tier_A_strict_identity,True,True,False,0.726,fTroAst11:0.726;fTroAst25:0.161;fTroAst43:0.095,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-533827.5070079886,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst41,2021cicX13611494,F2,Tier_A_strict_identity,True,True,False,0.9895,fTroAst26:0.990,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-533827.5070079886,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst47,2021cicX13611495,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,1,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-488376.8245185334,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst53,2021cicX13611496,F2,Tier_A_strict_identity,True,True,False,0.846,fTroAst11:0.846;fTroAst18:0.105,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-544304.0969049498,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst19,2021cicX13611467,mother,F,F1,fTroAst53,2021cicX13611496,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst19:1.000,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-544304.0969049498,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst23,2021cicX13611499,F2,Tier_A_strict_identity,True,True,False,0.7375,fTroAst18:0.738;fTroAst25:0.145;fTroAst11:0.089,2,False,False,two_parent__B_both_parents_stable_pair_ambiguous,A_both_parent_identities_pair_ambiguous,two_parent,True,-679874.3915716074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst23,2021cicX13611499,F2,Tier_A_strict_identity,True,True,False,0.5225,fTroAst26:0.522;fTroAst50:0.209;fTroAst19:0.152;fTroAst12:0.038;fTroAst56:0.036,2,False,False,two_parent__B_both_parents_stable_pair_ambiguous,A_both_parent_identities_pair_ambiguous,two_parent,True,-679874.3915716074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst30,2021cicX13611500,F2,Tier_A_strict_identity,True,True,False,0.995,fTroAst43:0.995,1,False,False,B_parent_count_ambiguous_shared_parent_identity_stable,A_one_parent_identity,two_parent,False,-597685.2299108678,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst36,2021cicX13611501,F2,Tier_A_strict_identity,True,True,False,0.815,fTroAst12:0.815;fTroAst38:0.185,1,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-750336.7115903818,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst42,2021cicX13611502,F2,Tier_A_strict_identity,True,True,False,0.9685,fTroAst18:0.969,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-491973.642965653,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst42,2021cicX13611502,F2,Tier_A_strict_identity,True,True,False,0.951,fTroAst12:0.951,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-491973.642965653,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst54,2021cicX13611504,F2,Tier_A_strict_identity,True,True,False,0.772,fTroAst38:0.772;fTroAst12:0.205,1,False,False,two_parent__C_mother_stable_father_ambiguous,B_both_parent_identities_pair_ambiguous,two_parent,True,-560258.916371794,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst60,2021cicX13611505,F2,Tier_A_strict_identity,True,True,False,0.707,fTroAst12:0.707;fTroAst38:0.149;fTroAst32:0.056;fTroAst44:0.053,1,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-715195.417216938,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst17,2021cicX13611506,F2,Tier_A_strict_identity,True,True,False,0.624,fTroAst56:0.624;fTroAst12:0.146;fTroAst26:0.075;fTroAst32:0.067;fTroAst38:0.030;fTroAst44:0.028,1,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-651129.653883737,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst61,2021cicX13611508,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,1,False,True,two_parent__C_father_stable_mother_ambiguous,B_exact_pair,two_parent,True,-576822.7926024366,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst37,2021cicX13611462,father,M,F1,fTroAst62,2021cicX13611509,F2,Tier_A_strict_identity,True,True,False,0.726,fTroAst37:0.726;fTroAst11:0.165;fTroAst43:0.032;fTroAst18:0.025;fTroAst49:0.019,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-790572.3756070375,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst62,2021cicX13611509,F2,Tier_A_strict_identity,True,True,False,0.6585,fTroAst12:0.659;fTroAst44:0.213;fTroAst38:0.074;fTroAst56:0.035,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-790572.3756070375,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst65,2021cicX14537283,F2,Tier_A_strict_identity,True,True,False,0.5735,fTroAst43:0.574;fTroAst11:0.231;fTroAst55:0.089;fTroAst49:0.041;fTroAst31:0.029,1,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-641174.1404828504,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst71,2021cicX14537288,F2,Tier_A_strict_identity,True,True,False,0.998,fTroAst43:0.998,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-621518.5623539523,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst71,2021cicX14537288,F2,Tier_A_strict_identity,True,True,False,0.5875,fTroAst38:0.588;fTroAst26:0.220;fTroAst44:0.072;fTroAst32:0.059;fTroAst50:0.035,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-621518.5623539523,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst72,2021cicX14537289,F2,Tier_A_strict_identity,True,True,False,0.8555,fTroAst12:0.856;fTroAst32:0.119,1,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-782362.5609137435,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst37,2021cicX13611462,father,M,F1,fTroAst77,2021cicX14537293,F2,Tier_A_strict_identity,True,True,False,0.746,fTroAst37:0.746;fTroAst11:0.184;fTroAst25:0.053,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-759246.3602846125,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst77,2021cicX14537293,F2,Tier_A_strict_identity,True,True,False,0.7435,fTroAst12:0.744;fTroAst44:0.158;fTroAst19:0.067,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-759246.3602846125,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
